,PacketTotalNum,DurationTime,PacketLenMean,PayloadLenMean,TimeGapMean
34624,5,63732.88775515556,64.0,22.0,15933.22193878889
34625,2,63662.03818488121,131.0,89.0,63662.03818488121
34626,3,-4759.024955034256,131.0,89.0,-2379.512477517128
34627,2,63662.03704714775,131.0,89.0,63662.03704714775
34628,2,67582.10514807701,131.0,89.0,67582.10514807701
34629,1,0.0,79.0,37.0,0.0
34630,1,0.0,415.0,373.0,0.0
34631,5,74509.62907910347,84.0,22.0,18627.407269775867
34632,5,74509.62892007828,64.0,22.0,18627.40723001957
34633,5,356.20243406295776,84.0,22.0,89.05060851573944
34634,5,356.202330827713,64.0,22.0,89.05058270692825
34635,1,0.0,79.0,37.0,0.0
34636,1,0.0,415.0,373.0,0.0
34637,5,1613.7953460216522,64.0,22.0,403.44883650541306
34638,5,1613.7951622009277,84.0,22.0,403.44879055023193
34639,2,63662.03609085083,131.0,89.0,63662.03609085083
34640,3,-7860.506597042084,131.0,89.0,-3930.253298521042
34641,5,-9027.518933057785,84.0,22.0,-2256.8797332644463
34642,5,-9027.518973112106,64.0,22.0,-2256.8797432780266
34643,1,0.0,87.0,45.0,0.0
34644,1,0.0,87.0,45.0,0.0
34645,1,0.0,87.0,45.0,0.0
34646,3,0.0440058708190918,239.0,197.0,0.0220029354095459
34647,5,67597.06440210342,84.0,22.0,16899.266100525856
34648,5,66006.55733704567,64.0,22.0,16501.639334261417
34649,5,74416.57098793983,64.0,22.0,18604.14274698496
34650,5,74416.57090115547,84.0,22.0,18604.142725288868
34651,2,63662.03634381294,131.0,89.0,63662.03634381294
34652,4,-13810.850078105927,130.25,88.25,-4603.616692701976
34653,5,65458.496820926666,64.0,22.0,16364.624205231667
34654,5,65458.49657392502,84.0,22.0,16364.624143481255
34655,5,-9871.623429059982,84.0,22.0,-2467.9058572649956
34656,5,-9871.623446941376,64.0,22.0,-2467.905861735344
34657,5,65225.21056008339,84.0,22.0,16306.302640020847
34658,5,65225.21044278145,64.0,22.0,16306.302610695362
34659,5,1411.8933429718018,83.6,21.6,352.97333574295044
34660,5,1411.89324092865,63.6,21.6,352.9733102321625
34661,2,63662.036485910416,131.0,89.0,63662.036485910416
34662,3,-7860.506725072861,131.0,89.0,-3930.2533625364304
34663,5,1707.7504079341888,84.0,22.0,426.9376019835472
34664,5,1707.7503011226654,64.0,22.0,426.93757528066635
34665,2,63662.03686904907,131.0,89.0,63662.03686904907
34666,4,-13812.850382089615,130.25,88.25,-4604.283460696538
34667,5,74176.23249292374,84.0,22.0,18544.058123230934
34668,5,74176.23246908188,64.0,22.0,18544.05811727047
34669,5,3537668.8056890965,84.0,22.0,884417.2014222741
34670,5,3537668.8055939674,64.0,22.0,884417.2013984919
34671,5,0.051557064056396484,181.2,113.6,0.012889266014099121
34672,1,0.0,81.0,39.0,0.0
34673,1,0.0,81.0,39.0,0.0
34674,1,0.0,420.0,378.0,0.0
34675,1,0.0,420.0,378.0,0.0
34676,5,0.05168008804321289,117.0,49.4,0.012920022010803223
34677,5,74658.25598716736,64.0,22.0,18664.56399679184
34678,5,74658.2559041977,84.0,22.0,18664.563976049423
34679,5,1574.9365859031677,84.0,22.0,393.73414647579193
34680,5,1574.9366030693054,64.0,22.0,393.73415076732635
